datetime,title,link,summary
2022-03-01,"['Mass Arbitration, USD 2 Billion Dollars, and the Future of Intuit - Lexology']",['https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9MjNhZTliYWMtYzhhZC00OGJhLWJjZDMtZjliMjk0MDZmZGRj0gEA?oc=5'],"['A notable dynamic of this tactic is that Intuit will be obligated to pay the administrative fees for each single arbitration filed against them.\nIn a related court filing in 2020, the plaintiff-side counsel disclosed that more than 100,000 consumers had filed individual arbitration claims against Intuit.\nFollowing the fear of a catastrophic mass arbitration, Intuit offered to pay a settlement of $40 million in total.\nHowever, legal fillings suggest Intuit my have already paid tens of million dollars in arbitration fees as this stage, but public records will not be disclosed until more arbitrations are completed.\nIn addition to the unusual mass arbitration Intuit is fighting, federal regulators and state prosecutors are advancing their investigation against the company, which reportedly made $2 billion dollars last year.']"
2022-03-09,['Intuit aims for 37% female representation in technology roles by 2024 - SiliconANGLE News'],['https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vc2lsaWNvbmFuZ2xlLmNvbS8yMDIyLzAzLzA5L2ludHVpdC1haW1zLTM3LWZlbWFsZS1yZXByZXNlbnRhdGlvbi10ZWNobm9sb2d5LXJvbGVzLTIwMjQtd2lkczIwMjIv0gEA?oc=5'],['']
2022-03-15,['SiteOne Landscape Supply Allows Customers to Integrate App with ... - PCT Online'],['https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LnBjdG9ubGluZS5jb20vYXJ0aWNsZS9zaXRlb25lLWxhbmRzY2FwZS1zdXBwbHktaW50ZXJncmF0ZS1hcHAtcXVpY2tib29rcy_SAQA?oc=5'],['']
2022-03-24,['Tridhya Intuit has been announced a winner at ICT Grand Challenge ... - ANI News'],['https://news.google.com/rss/articles/CBMihQJodHRwczovL3d3dy5hbmluZXdzLmluL25ld3MvYnVzaW5lc3MvYnVzaW5lc3MvdHJpZGh5YS1pbnR1aXQtaGFzLWJlZW4tYW5ub3VuY2VkLWEtd2lubmVyLWF0LWljdC1ncmFuZC1jaGFsbGVuZ2UtYnktdGhlLW1pbmlzdHJ5LW9mLWVsZWN0cm9uaWNzLWFuZC1pbmZvcm1hdGlvbi10ZWNobm9sb2d5LW1laXR5LWluLXBhcnRuZXJzaGlwLXdpdGgtdGhlLW5hdGlvbmFsLWphbC1qZWV2YW4tbWlzc2lvbi1nb3Zlcm5tZW50LW9mLWluZGlhMjAyMjAzMjQxNDA4MDjSAQA?oc=5'],"[""Ahmedabad (Gujarat) [India], March 24 (ANI/PRNewswire): Tridhya Intuit has been awarded a winner at ICT Grand Challenge development of 'Smart Water Supply Measurement and Quality Monitoring System' as a part of the National Jal Jeevan Mission, initiated by reverent Prime Minister, Narendra Modi.\nJigar Desai, Founder & CTO of Tridhya Intuit was presented with a winner's certificate by honorable Union Minister of Jal Shakti, Gajendra Singh Shekhawat.\nAbout Amrit, a Smart Water Management SystemAmrit is an IoT-based system for real-time monitoring of quality and quantity for potable water.\nAmrit, IoT device and platformThe device generates real-time data and interactive graphs with full visibility of the system's technical/financial performance, future predictions, leakage detection, sensor data, etc.\nIt has a team of experts from IoT, AI, and Bid Data to provide intelligent, secure, scalable, and cost-effective solutions.""]"
2022-03-27,['This prosthetic limb integrates smart technology into its build to intuit ... - Fior Reports'],['https://news.google.com/rss/articles/CBMigQFodHRwczovL2Zpb3JyZXBvcnRzLmNvbS90aGlzLXByb3N0aGV0aWMtbGltYi1pbnRlZ3JhdGVzLXNtYXJ0LXRlY2hub2xvZ3ktaW50by1pdHMtYnVpbGQtdG8taW50dWl0LWFuZC10cmFjay1lYWNoLXVzZXJzLW1vdmVtZW50cy_SAQA?oc=5'],"['The Smart Prosthetic Arm is a wearable design concept that integrates AI and intelligent technology into the design of a prosthesis.\nThe magic of prosthetic design lies in its ability to convey life experiences to people with arthritis and missing limbs.\nXander Lihovski, 3D concept artist and digital sculptor, created his own take on AI-driven prosthetic design called the Smart Prosthetic Arm.\nThere, users can use their free hand to scroll through system alerts and settings to optimize their prosthetic arm experience.\nElastic components also connect the different parts of the Smart Prosthetic Arm to allow for comfortable movement.']"
2022-03-28,"[""Intuit Quickbooks Celebrates Accountants' Wild Imaginations In New ... - B&T""]",['https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJhbmR0LmNvbS5hdS9pbnR1aXQtcXVpY2tib29rcy1jZWxlYnJhdGVzLWFjY291bnRhbnRzLXdpbGQtaW1hZ2luYXRpb25zLWluLW5ldy1jYW1wYWlnbi10Yndhc3lkbmV5L9IBAA?oc=5'],"['Despite the incredible feats accountants and bookkeepers perform behind the scenes of our small businesses, they are rarely celebrated for their skills.\nIn the latest Intuit QuickBooks campaign from TBWA\\Sydney, the accountants are real.\nStarring in the retelling of their own stories, Australia’s accountants demonstrate how their imaginations go way beyond just ‘doing the numbers’ for their clients.\n“If you’ve ever received a strongly worded letter from the ATO like I have, then you know all about the small business heroics of Australia’s accountants,” said TBWA\\Sydney creative director, Stu Tobin.\n“The TBWA\\Sydney team has brought to life a fun and creative campaign that not only promotes QuickBooks, but also celebrates one of our core customer segments.”The integrated campaign will run across online video, digital, social, PR and trade media.']"
2022-03-29,"[""FTC sues TurboTax owner Intuit for advertising tax software as 'free' - CNBC""]",['https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDMvMjkvZnRjLXN1ZXMtdHVyYm90YXgtb3duZXItaW50dWl0LWZvci1hZHZlcnRpc2luZy10YXgtc29mdHdhcmUtYXMtZnJlZS5odG1s0gFsaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjIvMDMvMjkvZnRjLXN1ZXMtdHVyYm90YXgtb3duZXItaW50dWl0LWZvci1hZHZlcnRpc2luZy10YXgtc29mdHdhcmUtYXMtZnJlZS5odG1s?oc=5'],"[""The Federal Trade Commission sued Intuit in federal court on Monday, claiming it has deceived customers for years by marketing its TurboTax software as free and then charging most users when they file their income taxes.\nAround 56 million people filed their taxes with TurboTax in 2021, according to an Intuit shareholder presentation in January.\nThose individuals filed 54 million W-2 and 40 million 1099 tax forms, the company said.\nAlmost 100 million Americans have filed their taxes for free with TurboTax in the last eight years, McLean said.\nThe firm's most recent advertising campaign led more than 17 million taxpayers to file for free in 2021, up from 11 million in 2018 before the campaign launched, McLean added.""]"
2022-03-30,"['INTUIT SUED FOR PATENT INFRINGEMENT OVER CO ... - PR Newswire', ""Intuit's Radhika Kannan on how the company is leveraging AI to ... - Analytics India Magazine""]","['https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvaW50dWl0LXN1ZWQtZm9yLXBhdGVudC1pbmZyaW5nZW1lbnQtb3Zlci1jby1icm93c2luZy10ZWNobm9sb2d5LTMwMTUxNDE5OC5odG1s0gEA?oc=5', 'https://news.google.com/rss/articles/CBMieGh0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL2ludHVpdHMtcmFkaGlrYS1rYW5uYW4tb24taG93LXRoZS1jb21wYW55LWlzLWxldmVyYWdpbmctYWktdG8tZW5oYW5jZS1jdXN0b21lci1leHBlcmllbmNlL9IBAA?oc=5']","['SAN DIEGO, March 30, 2022 /PRNewswire/ -- McKool Smith, one of the nation\'s leading trial firms, has filed a lawsuit on behalf of Samesurf, Inc. against Intuit, Inc. for infringement of three of its co-browsing technology patents.\nAccording to the complaint, Intuit contacted Samesurf in 2015 to integrate Samesurf\'s patented co-browsing technology into Intuit\'s products.\n""Intuit clearly understood the value that Samesurf\'s co-browsing technology would bring to its offerings,"" said McKool Smith principal Ryan McBeth.\nMcKool Smith represents clients in complex commercial litigation, intellectual property, bankruptcy, insurance recovery, and white collar defense matters.\nSOURCE McKool Smith', 'Advancements within the fintech space have fostered innovation and powered fintech companies like Intuit to deliver best-in-class customer solutions.\nAs a global technology platform company, Intuit helps customers and communities overcome their most important financial challenges.\nKannan adds that Intuit’s biggest USP is its strategy of being an AI-driven expert platform, solving problems with a customer and platform-focused mindset.\n“AI helps our customers work better and smarter because we can predict, automate and personalise their experience.\n● Credit Karma helps people find the right financial products, putting more money in their pockets and providing financial expertise and insights.']"
2022-03-31,"['Intuit spends millions lobbying amid accusations of deceptive ... - Center for Responsive Politics', ""Intuit Mint review: Personal finance made simple - Tom's Guide"", 'Samesurf Takes on Intuit in Co-Browsing Technology Patent Infringement Suit - Law Street Media']","['https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3Lm9wZW5zZWNyZXRzLm9yZy9uZXdzLzIwMjIvMDMvaW50dWl0LXNwZW5kcy1taWxsaW9ucy1sb2JieWluZy1hbWlkLWFjY3VzYXRpb25zLW9mLWRlY2VwdGl2ZS10dXJib3RheC1hZHZlcnRpc2luZy_SAQA?oc=5', 'https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vcmV2aWV3cy9pbnR1aXQtbWludC0yMDIy0gEA?oc=5', 'https://news.google.com/rss/articles/CBMicWh0dHBzOi8vbGF3c3RyZWV0bWVkaWEuY29tL25ld3MvdGVjaC9zYW1lc3VyZi10YWtlcy1vbi1pbnR1aXQtaW4tY28tYnJvd3NpbmctdGVjaG5vbG9neS1wYXRlbnQtaW5mcmluZ2VtZW50LXN1aXQv0gF1aHR0cHM6Ly9sYXdzdHJlZXRtZWRpYS5jb20vbmV3cy90ZWNoL3NhbWVzdXJmLXRha2VzLW9uLWludHVpdC1pbi1jby1icm93c2luZy10ZWNobm9sb2d5LXBhdGVudC1pbmZyaW5nZW1lbnQtc3VpdC9hbXAv?oc=5']","['', '(For this Intuit Mint review, we are focusing on the overall usability and budgeting capabilities.)\nIntuit Mint review: CostIntuit Mint is free to use, but in exchange for its services, Intuit serves up a barrage of financial offers the services matched to you.\nIntuit Mint review: FeaturesMint is a full-spectrum personal finance app that uses machine learning to make financial recommendations.\nIntuit Mint review: Available helpFrom within Mint, you’ll get very little in the way of guidance or financial education.\nIntuit Mint review: VerdictMint is a well-rounded and free personal finance service for getting a picture of your fiscal health.', 'A lawsuit filed in Los Angeles, California by Samesurf Inc. has accused Intuit Inc. of integrating Samesurf’s patented co-browsing technology into a host of Intuit products without authorization.\nIn Tuesday’s complaint, Samesurf says Intuit copied its protected intellectual property after engaging in negotiations concerning a potential partnership that never materialized.\nThe filing explains that co-browsing technology, also known as synchronized browsing, enables multiple users to share web browsing interactions.\nLos Angeles-based Samesurf says three of its co-browsing patents describe desirable improvements on existing technology.\nThe filing states three claims for infringement corresponding to each of Samesurf’s three patents and seeks damages for willful infringement.']"
2022-04-06,"[""Intuit's unique approach to career development allows tax and ... - eFinancialCareers (US)""]",['https://news.google.com/rss/articles/CBMiuAFodHRwczovL3d3dy5lZmluYW5jaWFsY2FyZWVycy5jb20vbmV3cy8yMDIyLzA0L2ludHVpdHMtdW5pcXVlLWFwcHJvYWNoLXRvLWNhcmVlci1kZXZlbG9wbWVudC1hbGxvd3MtdGF4LWFuZC1hY2NvdW50aW5nLWV4cGVydHMtdG8tc2hhcGUtdGhlaXItY2FyZWVycy10by1maXQtdGhlaXItbGlmZS1hbmQtaW50ZXJlc3RzLXNj0gEA?oc=5'],"['Instead, 94 percent said they would stay if the company invested in career development.\nBe valued and appreciatedIn Arkansas, Carla Cowell works as an Intuit Team Manager.\nThis is largely due to Intuit’s unique career development infrastructure that allows employees to shape their careers to fit their life — not the other way around.\nDespite taking numerous seminars and courses on personal and career development topics, his goal is to grow in his management role at TurboTax Live.\nTassler is a perfect use case to prove what employee satisfaction research has found— career development keeps employees around.']"
2022-04-07,['Intuit introduces QuickBooks Online Advanced in Canada to better ... - Canadian Accountant'],['https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmNhbmFkaWFuLWFjY291bnRhbnQuY29tL2NvbnRlbnQvcGFydG5lci1wb3N0cy9xdWlja2Jvb2tzLW9ubGluZS1hZHZhbmNlZC1pbi1jYW5hZGHSAQA?oc=5'],"['HERE at Intuit, we’re launching QuickBooks® Online Advanced in Canada — the most powerful version of QuickBooks Online, designed to help growing and more complex businesses work smarter.\nUsing artificial intelligence, this solution will serve up insights and patterns that help your clients better run their growing business.\nQuickBooks Online Advanced addresses that void to help power their prosperity.\nIntuit has launched QuickBooks® Online Advanced in Canada — the most powerful version of QuickBooks Online.\n(Courtesy: Intuit Quickbooks.)']"
2022-04-11,"[""Intuit Ranks #11 on Fortune's 100 Best Companies to Work For in ... - Intuit"", 'San Diego-Based TurboTax at Center of FTC Suit: Is Intuit Fleecing ... - Times of San Diego']","['https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmludHVpdC5jb20vYmxvZy9saWZlLWF0LWludHVpdC9pbnR1aXQtcmFua3Mtb24tZm9ydHVuZXMtbGlzdC1vZi0xMDAtYmVzdC1jb21wYW5pZXMv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMif2h0dHBzOi8vdGltZXNvZnNhbmRpZWdvLmNvbS9idXNpbmVzcy8yMDIyLzA0LzExL3Nhbi1kaWVnby1iYXNlZC10dXJib3RheC1hdC1jZW50ZXItb2YtZnRjLXN1aXQtaXMtaW50dWl0LWZsZWVjaW5nLWZyZWUtY2xpZW50cy_SAQA?oc=5']","['11 on the Fortune and Great Place to Work 100 Best Companies to Work For list for 2022.\n11 on the Fortune and Great Place to Work 100 Best Companies to Work For list for 2022.\nWe hope you’ll be part of what makes Intuit a great Fortune 100 company to work for.\nAbout the Fortune 100 Best Companies to Work ForThe Fortune 100 Best Companies to Work For list uses confidential survey data to finalize the organizations the list will include.\nThe employees participating in the survey must work at Great Places to Work-Certified™ companies employing at least 1,000 people.', 'Intuit’s home page as of Monday night promoted its TurboTax Free Edition, which the FTC says is deceptive advertising.\nThe Federal Trade Commission is urging a federal court to immediately order Intuit, maker of TurboTax, to quit advertising its free version.\nFar from steering taxpayers away from free tax preparation offerings, our free advertising campaigns have led to more Americans filing their taxes for free than ever before and have been central to raising awareness of free tax prep.\nThe FTC suit even quotes ProPublica.\nThe article theorized that part of the reason for low usage was that companies such as Intuit had confusing names for their free offerings, noting the similarity between TurboTax Free Edition and TurboTax Freedom Edition.']"
2022-04-15,['Intuit Gave Most Mailchimp Employees 10% Raises but Low Morale ... - Business Insider'],['https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaW50dWl0LWdhdmUtbW9zdC1tYWlsY2hpbXAtZW1wbG95ZWVzLTEwLXJhaXNlcy1idXQtbG93LW1vcmFsLXBlcnNpc3RzLTIwMjItNNIBAA?oc=5'],"['""Mailchimp employees\' lifestyles were shaped around Mailchimp\'s comp structure.\n""Intuit, stop talking down to us about compensation,"" a Mailchimp senior software engineer wrote soon afterward in a companywide Slack channel.\nA week after the meeting, Intuit announced a one-time 10% salary bump for all employees at the senior-director level and below.\nMailchimp employee via Ben Bergman/InsiderOne employee said he was appreciative of the raise but that his paycheck was still smaller than it was when Mailchimp was an independent company.\n""If there\'s one consistent theme throughout the acquisition, it\'s this: Employees pay the price.""']"
2022-04-18,"['On Tax Day, Elizabeth Warren accuses Intuit of manipulating tax filing - CBS News']",['https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvdGF4LXJldHVybi1pbnR1aXQtZnJlZS1maWxlLWVsaXphYmV0aC13YXJyZW4v0gFOaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL25ld3MvdGF4LXJldHVybi1pbnR1aXQtZnJlZS1maWxlLWVsaXphYmV0aC13YXJyZW4v?oc=5'],"['As millions of Americans scramble to file their taxes at the last minute, Senator Elizabeth Warren is asking why it isn\'t easier to do so for free.\nWarren charges the maker of TurboTax software with lobbying against government efforts to create a truly free tax return option for Americans while sabotaging the public-private partnership that allows some Americans to file taxes without paying, called Free File.\nHowever, less than 3% of taxpayers used it in the 2020 tax year, IRS figures show.\n(Last year, TurboTax left the Free File Alliance.)\n""Over the past eight years alone, Intuit\'s free tax preparation offering has helped nearly 100 million Americans file their taxes completely free of charge.']"
